IP_Address,Declared_Latitude,Real_Latitude,Declared_Longitude,Real_Longitude,Real_Country,Is_Match,Distance_km
152.58.92.129,28.666666666666,28.6519,77.232509936159,77.2315,IN,True,1.6395672924510998
157.41.197.191,19.549549549549,20.2724,85.085128392016,85.8338,IN,False,
223.228.240.28,24.288288288288,25.5941,86.345356955852,85.1356,IN,False,
223.188.48.153,25.765765765765,26.9295,75.386964858317,75.7962,IN,False,
157.45.33.246,12.468468468468,12.9719,76.80237718603,77.5937,IN,False,
106.203.133.192,25.945945945945,26.1844,90.910911738199,91.7458,IN,False,
106.208.137.172,12.414414414414,13.0878,78.225446215858,80.2785,IN,False,
42.105.13.195,30.18018018018,30.912,74.973571772144,75.8538,IN,False,
157.50.59.219,12.864864864864,12.9719,77.679651074455,77.5937,IN,True,15.073702524547254
47.11.226.169,23.459459459459,22.5626,87.36561213058,88.363,IN,False,
106.198.166.36,28.558558558558,28.6519,77.440252657687,77.2315,IN,True,22.88863592526477
49.15.39.182,18.522522522522,18.5196,73.82417712804,73.8554,IN,True,3.312642152040462
106.194.75.184,21.243243243243,23.0258,72.938080476118,72.5873,IN,False,
205.253.127.37,31.711711711711,31.1044,76.9050668037,77.1666,IN,False,
152.58.144.58,26.612612612612,26.1844,93.510514333577,91.7458,IN,False,
49.37.155.27,18.0,17.384,79.570114266679,78.4564,IN,False,
152.58.53.168,19.099099099099,19.0728,72.895483504633,72.8826,IN,True,3.2113784328068
169.149.225.78,30.45045045045,31.1044,77.646955538587,77.1666,IN,False,
152.58.204.133,13.135135135135,13.0878,80.151062641935,80.2785,IN,True,14.77779465987411
152.58.213.9,10.306306306306,11.0055,78.674795540795,76.9661,IN,False,
157.51.24.165,11.945945945945,13.0878,79.505611878679,80.2785,IN,False,
152.59.37.238,22.306306306306,23.0258,73.169086614938,72.5873,IN,False,
152.58.128.166,26.504504504504,26.4652,83.395564554976,80.3498,IN,False,
106.210.99.13,28.468468468468,28.6519,77.29214506154,77.2315,IN,True,21.17779880423758
106.207.241.135,21.819819819819,22.7179,76.353018736634,75.8333,IN,False,
157.34.26.96,25.081081081081,22.7179,77.764984661109,75.8333,IN,False,
49.37.241.124,16.81081081081,12.9719,75.741313731898,77.5937,IN,False,
27.57.254.47,18.702702702702,18.5196,74.14969767214,73.8554,IN,True,37.08618313630345
157.44.167.203,10.054054054054,9.9667,77.057203481797,76.2667,IN,False,
157.33.54.2,18.306306306306,15.8521,73.332934555629,74.5045,IN,False,
49.43.251.185,13.009009009009,13.0878,79.980656910104,80.2785,IN,True,33.46048894413095
49.43.227.27,17.297297297297,17.384,78.467631198836,78.4564,IN,True,9.66962031716187
106.194.118.235,28.576576576576,28.6519,77.37144361384,77.2315,IN,True,16.031343082165765
157.45.241.186,12.918918918918,12.9719,77.548538834429,77.5937,IN,True,7.639921989535168
106.216.107.160,22.918918918918,23.0258,72.595805118358,72.5873,IN,True,11.868485831275027
103.178.143.204,19.171171171171,19.235,72.851001884669,72.8598,IN,True,7.125824455050914
106.211.54.143,29.405405405405,27.1833,77.228867831134,78.0167,IN,False,
152.58.233.62,15.891891891891,17.384,80.44393087612,78.4564,IN,False,
103.91.122.49,27.513513513513,28.6519,77.707487956811,77.2315,IN,False,
152.58.76.32,30.936936936936,30.912,75.875628938157,75.8538,IN,True,3.4636240696411438
152.58.183.249,22.63063063063,22.5626,88.35226402606,88.363,IN,True,7.614054940002605
152.59.198.139,16.846846846846,17.384,81.667079994486,78.4564,IN,False,
152.59.91.235,30.144144144144,28.6519,77.258941581187,77.2315,IN,False,
132.154.62.145,28.756756756756,28.6519,77.46347857398,77.2315,IN,True,25.4731878209809
152.58.124.219,28.99099099099,28.6519,77.040929725623,77.2315,IN,True,41.9335763105925
49.43.133.137,30.36036036036,29.9732,76.781840669991,76.8321,IN,True,43.19093970969669
103.13.42.151,12.99099099099,12.9719,77.589473326688,77.5937,IN,True,2.1612507003960384
152.58.32.146,18.324324324324,19.0728,77.098703307543,72.8826,IN,False,
132.154.7.165,28.558558558558,28.6519,78.178755729389,77.2315,IN,False,
38.9.58.175,22.738738738738,19.0728,75.938182394682,72.8826,IN,False,
125.23.239.82,28.378378378378,28.58,76.693942223175,77.33,IN,False,
49.34.78.132,22.972972972972,23.0258,72.663946586991,72.5873,IN,True,9.79665685697441
47.31.96.1,28.648648648648,28.6519,77.404021461618,77.2315,IN,True,16.870421655913372
117.97.196.138,23.153153153153,23.0258,72.565341485622,72.5873,IN,True,14.282065556621808
106.196.7.99,23.405405405405,22.5626,87.72256699022,88.363,IN,False,
106.221.110.86,30.072072072072,30.912,76.328145160198,75.8538,IN,False,
152.58.132.233,24.954954954954,25.5941,86.588419929937,85.1356,IN,False,
183.83.129.114,17.423423423423,17.384,78.502765069301,78.4564,IN,True,6.580854894444362
152.58.178.144,22.54054054054,22.5626,88.294496120826,88.363,IN,True,7.4576102307486
157.45.186.166,13.045045045045,12.9719,77.624894199419,77.5937,IN,True,8.771147794153903
182.68.40.170,30.882882882882,30.912,75.81178818953,75.8538,IN,True,5.153054475803021
223.238.102.25,26.99099099099,26.1844,94.247632271111,91.7458,IN,False,
157.34.146.161,23.873873873873,22.7179,76.884666011435,75.8333,IN,False,
157.45.209.232,12.882882882882,12.9719,77.444951693815,77.5937,IN,True,18.9085538179814
103.220.158.30,28.45045045045,28.6654,77.524886753416,77.4391,IN,True,25.258209963545585
152.58.212.27,11.045045045045,11.0055,77.324177761974,76.9661,IN,True,39.37383948555591
157.47.111.41,13.675675675675,17.384,78.736723722884,78.4564,IN,False,
42.105.135.158,25.315315315315,25.3167,81.781550614584,83.0104,IN,False,
106.221.120.117,22.612612612612,22.5626,88.360205413822,88.363,IN,True,5.5457615219491485
106.197.100.202,10.882882882882,13.0878,78.712936780839,80.2785,IN,False,
106.216.117.244,25.585585585585,25.5941,85.061776297506,85.1356,IN,True,7.476277533784836
117.98.104.52,33.315315315315,32.7353,75.766785122417,74.8617,IN,False,
157.35.73.225,24.27027027027,25.5941,86.629583028029,85.1356,IN,False,
106.221.206.233,14.108108108108,12.9719,77.286094393766,77.5937,IN,False,
157.32.123.54,23.387387387387,23.0258,72.653771163104,72.5873,IN,True,40.618667418380845
49.37.42.87,22.576576576576,22.5309,88.317568014543,88.3286,IN,True,5.183839533003375
49.14.121.62,22.954954954954,23.0258,72.595561945437,72.5873,IN,True,7.89125274986231
49.204.111.184,17.513513513513,17.5011,78.466043728445,78.4582,IN,True,1.6066529745650318
49.34.123.103,20.18018018018,23.0258,72.754512273299,72.5873,IN,False,
223.238.0.25,17.603603603603,18.6715,78.089221972832,78.0988,IN,False,
49.36.188.25,28.63063063063,28.6519,77.308617134358,77.2315,IN,True,7.899903617990884
42.105.88.47,23.513513513513,22.8173,70.994016104842,70.8377,IN,False,
110.226.198.88,29.027027027027,28.6519,79.396322440509,77.2315,IN,False,
183.83.153.4,28.486486486486,28.6519,77.202831312762,77.2315,IN,True,18.5459053314531
49.37.192.172,11.045045045045,11.0055,76.993732557863,76.9661,IN,True,5.31530394920183
152.58.122.187,28.72072072072,28.6519,77.334038145693,77.2315,IN,True,12.593756966935365
152.58.115.7,28.522522522522,28.6519,77.22920480324,77.2315,IN,True,14.340532317036027
171.51.188.253,26.9009009009,26.6869,84.817731072737,85.356,IN,False,
106.76.248.178,25.567567567567,25.5941,85.148844024953,85.1356,IN,True,3.226468289363005
223.187.6.51,16.378378378378,16.5074,80.961037919133,80.6466,IN,True,36.48988172416886
106.210.228.179,18.576576576576,17.6859,73.828543103484,73.9933,IN,False,
106.195.42.168,12.9009009009,11.0055,78.966264391363,76.9661,IN,False,
157.51.153.104,12.918918918918,13.0878,80.155057064621,80.2785,IN,True,22.986985475665108
152.58.211.68,13.099099099099,12.9719,78.252379843807,77.5937,IN,False,
47.11.198.38,22.072072072072,22.5626,88.115472760594,88.363,IN,False,
106.216.206.169,17.495495495495,17.384,78.439369874529,78.4564,IN,True,12.47158375183854
49.32.227.247,19.099099099099,19.0728,72.876415891893,72.8826,IN,True,2.982987471030264
42.105.89.5,23.063063063063,22.8173,70.127518081413,70.8377,IN,False,
223.238.36.207,19.081081081081,17.384,79.484226345358,78.4564,IN,False,
42.105.14.88,30.864864864864,30.912,75.839517321312,75.8538,IN,True,5.401251107002547
137.97.95.31,9.4954954954954,9.9667,76.672139242739,76.2667,IN,False,
106.221.241.184,24.648648648648,25.5941,87.821951791366,85.1356,IN,False,
223.176.4.191,24.774774774774,26.1844,92.79270134198,91.7458,IN,False,
103.218.237.32,23.675675675675,23.5158,87.686611906819,87.308,IN,True,42.50725497320409
152.57.193.34,17.081081081081,18.5196,74.49309353677,73.8554,IN,False,
152.59.193.66,17.441441441441,17.384,78.510517256427,78.4564,IN,True,8.571860895220068
49.37.149.133,16.54054054054,17.384,80.80321484277,78.4564,IN,False,
157.39.70.142,30.558558558558,30.912,76.62433723968,75.8538,IN,False,
157.41.243.212,20.036036036036,20.2724,85.748273696478,85.8338,IN,True,27.65243338732252
152.58.122.212,28.612612612612,28.6519,77.049057023482,77.2315,IN,True,18.363288973347004
110.225.46.45,17.423423423423,12.9719,76.973122545699,77.5937,IN,False,
106.222.156.38,25.279279279279,26.4652,83.012594654773,80.3498,IN,False,
106.195.69.60,15.153153153153,17.384,77.374970144395,78.4564,IN,False,
132.154.6.7,27.081081081081,28.6519,77.64824176423,77.2315,IN,False,
49.42.87.146,29.351351351351,28.6092,76.981144514481,76.9798,IN,False,
157.41.239.104,18.918918918918,19.2311,82.549553109977,82.5483,IN,True,34.55650286104551
157.51.94.242,12.666666666666,13.0878,78.597570329567,80.2785,IN,False,
152.58.70.174,26.882882882882,26.9196,75.79451570412,75.7878,IN,True,4.122667319329712
152.59.37.161,23.225225225225,23.0258,73.212268886052,72.5873,IN,False,
42.106.36.138,22.972972972972,23.0258,72.507385430865,72.5873,IN,True,10.067388201305382
152.58.236.171,13.243243243243,17.384,78.63164852511,78.4564,IN,False,
157.50.66.44,15.495495495495,12.9719,76.099436746793,77.5937,IN,False,
223.187.104.174,28.198198198198,30.912,76.789140479409,75.8538,IN,False,
110.227.51.215,24.072072072072,22.7179,75.069064102115,75.8333,IN,False,
49.36.211.184,26.882882882882,26.4652,81.026599810562,80.3498,IN,False,
106.203.204.219,17.351351351351,17.384,78.547357358794,78.4564,IN,True,10.319837440433618
223.181.232.117,12.9009009009,11.0055,79.132625903424,76.9661,IN,False,
152.58.98.191,26.864864864864,26.9196,75.782437948389,75.7878,IN,True,6.088104414116716
152.57.200.84,18.72072072072,18.5196,73.815154718771,73.8554,IN,True,22.66306365853349
223.239.5.177,11.045045045045,9.9667,75.984038878635,76.2667,IN,False,
157.47.34.165,13.603603603603,17.384,79.380064866588,78.4564,IN,False,
106.205.157.123,24.414414414414,26.9196,75.82537231247,75.7878,IN,False,
223.179.204.190,26.054054054054,26.1844,94.684939226798,91.7458,IN,False,
117.99.235.49,26.072072072072,25.5941,87.959610974074,85.1356,IN,False,
157.48.144.227,17.333333333333,17.384,78.464143438077,78.4564,IN,True,5.667512523123778
27.60.103.182,26.234234234234,26.8393,81.232239659683,80.9231,IN,False,
106.220.173.11,18.738738738738,19.1552,73.803999155073,73.2655,IN,False,
106.202.83.212,28.396396396396,28.6519,77.034697211687,77.2315,IN,True,34.248023407900824
152.58.48.4,19.189189189189,19.0728,72.878049470123,72.8826,IN,True,12.892435470601455
152.58.105.174,30.72072072072,30.912,76.690024665192,75.8538,IN,False,
157.34.153.204,22.216216216216,22.7179,82.464185905214,75.8333,IN,False,
106.197.88.58,11.081081081081,13.0878,78.013019187152,80.2785,IN,False,
157.48.124.124,18.774774774774,18.1169,83.430225689585,83.4115,IN,False,
152.59.109.43,26.792792792792,26.9196,75.875535477409,75.7878,IN,True,16.535976682124204
1.39.31.168,17.981981981981,17.6715,76.568942419352,75.9104,IN,False,
157.48.125.213,18.09009009009,17.6801,83.382924918993,83.2016,IN,True,49.27818513565765
47.11.133.210,26.846846846846,26.71,89.07865374014,88.4285,IN,False,
157.45.238.124,16.0,12.9719,75.145233123768,77.5937,IN,False,
223.231.189.169,12.936936936936,12.9719,77.554136912304,77.5937,IN,True,5.778328162240488
223.233.125.13,27.603603603603,26.9196,75.006077329584,75.7878,IN,False,
157.37.130.164,28.594594594594,28.6519,77.302618646227,77.2315,IN,True,9.418320926283693
157.40.239.140,22.468468468468,22.5626,88.365481881807,88.363,IN,True,10.426998203813575
157.33.72.249,18.198198198198,18.5196,76.037486897887,73.8554,IN,False,
152.58.196.225,16.036036036036,17.384,80.839300896632,78.4564,IN,False,
106.206.204.153,24.774774774774,25.5941,84.993828025599,85.1356,IN,False,
152.58.38.255,22.306306306306,23.0258,73.227512821977,72.5873,IN,False,
152.58.179.188,22.63063063063,22.5626,88.293700881545,88.363,IN,True,10.369675442030069
110.224.82.71,12.882882882882,11.0055,80.21744399789,76.9661,IN,False,
106.221.241.178,25.423423423423,25.5941,86.30359832688,85.1356,IN,False,
47.11.238.170,24.99099099099,22.5626,88.144487686784,88.363,IN,False,
110.224.87.75,11.315315315315,11.0055,77.708680365322,76.9661,IN,False,
117.99.249.197,18.612612612612,19.0728,77.627634604015,72.8826,IN,False,
157.33.34.33,20.918918918918,18.5196,77.775065352679,73.8554,IN,False,
223.181.24.232,29.279279279279,30.3244,77.732413114269,78.0339,IN,False,
157.51.192.60,12.432432432432,11.7338,78.636780443561,78.9592,IN,False,
157.33.22.124,18.396396396396,18.5196,77.092920360602,73.8554,IN,False,
157.47.46.26,17.459459459459,17.384,78.669384400814,78.4564,IN,True,24.120404417781195
152.58.50.126,19.081081081081,19.0728,73.00194355394,72.8826,IN,True,12.593540606891086
223.185.82.9,16.468468468468,13.027,80.679159977268,79.2403,IN,False,
106.222.119.207,12.846846846846,11.0055,79.92871279493,76.9661,IN,False,
144.48.226.213,16.468468468468,15.1711,79.871241048758,77.3624,IN,False,
223.231.234.176,20.234234234234,20.2724,85.857097127526,85.8338,IN,True,4.876189661345512
117.99.219.121,24.594594594594,26.1844,92.638859788277,91.7458,IN,False,
122.164.46.115,17.405405405405,17.384,78.400609109917,78.4564,IN,True,6.384176711769345
106.195.71.122,16.774774774774,17.384,81.824237358556,78.4564,IN,False,
152.58.191.45,25.387387387387,25.5941,86.497205854265,85.1356,IN,False,
157.49.216.143,11.405405405405,9.919,77.439137508651,78.1195,IN,False,
152.58.35.21,21.153153153153,23.0258,72.835655172028,72.5873,IN,False,
157.48.194.126,16.288288288288,17.384,80.435682976687,78.4564,IN,False,
157.37.138.41,28.648648648648,28.6519,77.198705754823,77.2315,IN,True,3.226318679300729
47.11.128.245,26.738738738738,26.71,88.428906649979,88.4285,IN,True,3.184486281955247
157.38.211.144,26.756756756756,26.9196,75.811102429015,75.7878,IN,True,18.191245989647232
110.226.231.246,26.432432432432,26.8393,81.874479109355,80.9231,IN,False,
106.205.253.245,21.495495495495,23.0258,70.430207500903,72.5873,IN,False,
106.221.185.136,13.369369369369,17.384,78.57999722487,78.4564,IN,False,
106.221.249.20,26.414414414414,25.5941,85.040389828319,85.1356,IN,False,
223.187.112.29,10.054054054054,11.7338,78.374733439216,78.9592,IN,False,
157.51.122.11,13.423423423423,13.0878,80.116629753531,80.2785,IN,True,41.06624829738568
106.195.37.71,9.9459459459459,11.0055,78.202318877526,76.9661,IN,False,
106.193.89.254,18.144144144144,18.5196,74.572922481379,73.8554,IN,False,
152.58.61.164,20.45045045045,23.0258,72.920137947954,72.5873,IN,False,
152.58.59.74,23.189189189189,22.7179,82.111275907592,75.8333,IN,False,
122.184.87.34,25.279279279279,28.6519,79.884179541763,77.2315,IN,False,
106.196.2.175,25.765765765765,22.5626,88.27157350183,88.363,IN,False,
106.206.232.92,30.45045045045,30.912,76.518305310031,75.8538,IN,False,
106.77.44.103,18.468468468468,18.5196,73.81987959769,73.8554,IN,True,6.789830511249822
106.207.103.186,22.162162162162,20.2724,86.304081494463,85.8338,IN,False,
106.217.2.207,8.7927927927927,12.9247,78.088901803288,79.3333,IN,False,
106.216.107.160,20.342342342342,23.0258,72.945862933161,72.5873,IN,False,
157.37.128.207,28.81081081081,28.6519,77.133496424246,77.2315,IN,True,20.04628244234929
49.35.245.57,22.54054054054,23.2547,75.653127696987,77.4029,IN,False,
113.193.118.162,19.189189189189,19.0323,73.183297844867,73.0428,IN,True,22.806796714667875
152.58.84.14,32.432432432432,34.0857,75.421577053917,74.8055,IN,False,
106.216.192.173,17.387387387387,17.384,78.336242547934,78.4564,IN,True,12.774108070040691
157.48.88.246,13.765765765765,17.384,78.82260951097,78.4564,IN,False,
49.43.101.72,30.72072072072,30.912,76.710983950425,75.8538,IN,False,
110.226.165.14,26.234234234234,26.9196,73.016615025457,75.7878,IN,False,
49.205.85.91,13.117117117117,13.0878,80.27469040604,80.2785,IN,True,3.26959589581404
182.69.181.85,28.594594594594,28.6519,77.179492627677,77.2315,IN,True,8.136481839270214
47.15.41.120,26.054054054054,26.4652,83.152670627897,80.3498,IN,False,
106.221.139.49,30.648648648648,30.912,76.800351552924,75.8538,IN,False,
223.237.26.125,18.972972972972,23.5158,77.908272868713,87.308,IN,False,
157.38.103.51,26.918918918918,26.9196,75.778290180417,75.7878,IN,True,0.9475791027129952
157.41.248.180,20.342342342342,20.2724,86.474284299058,85.8338,IN,False,
103.82.209.132,12.882882882882,12.7365,77.611301232059,77.8326,IN,True,28.97387317949589
42.111.208.28,22.558558558558,22.2994,72.970512144581,73.2081,IN,True,37.70737225920187
114.31.144.47,20.342342342342,20.3717,72.945862933161,72.9049,IN,True,5.371721035579613
152.58.187.87,26.756756756756,25.5941,84.730055655958,85.1356,IN,False,
42.105.165.74,23.027027027027,23.0258,72.59516139971,72.5873,IN,True,0.8171908362731449
27.60.178.151,19.045045045045,19.0728,72.909833558949,72.8826,IN,True,4.201842995976807
1.39.31.132,18.252252252252,17.6715,75.700631763979,75.9104,IN,False,
175.101.130.163,17.423423423423,18.4143,78.446111642501,84.0446,IN,False,
152.59.32.8,22.954954954954,23.0258,73.730479086363,72.5873,IN,False,
152.58.49.179,19.297297297297,19.0728,72.849705161831,72.8826,IN,True,25.090245560156447
106.66.3.107,27.675675675675,27.8815,78.188748372909,78.0746,IN,True,25.432474902447275
106.195.0.250,18.54054054054,19.0728,73.945985826381,72.8826,IN,False,
106.221.191.222,19.081081081081,17.384,78.378425163293,78.4564,IN,False,
49.43.152.241,29.207207207207,27.1833,78.936880402963,78.0167,IN,False,
223.238.15.28,17.963963963963,17.384,79.591755374541,78.4564,IN,False,
137.97.109.254,9.6936936936936,9.9399,76.570754088883,76.2602,IN,True,43.614219685267805
223.186.197.252,12.846846846846,12.8057,75.881455430285,74.8606,IN,False,
106.195.0.228,17.585585585585,19.0728,74.830404512339,72.8826,IN,False,
47.31.245.148,28.414414414414,28.6519,77.293631751823,77.2315,IN,True,27.013432547970588
152.59.132.45,25.675675675675,25.5941,85.945642322239,85.1356,IN,False,
49.14.112.166,28.702702702702,28.6519,77.074212270971,77.2315,IN,True,16.37195039933678
157.35.54.159,25.513513513513,25.5941,84.970712387426,85.1356,IN,True,18.821943574691137
157.40.105.198,22.702702702702,22.5626,88.359627639155,88.363,IN,True,15.518692865792278
110.226.232.87,25.279279279279,26.8393,81.757243367387,80.9231,IN,False,
152.58.203.126,10.036036036036,9.9667,76.339288810638,76.2667,IN,True,11.05232095444231
152.58.220.183,12.198198198198,13.0878,78.050469691571,80.2785,IN,False,
106.195.64.215,17.495495495495,17.384,78.609397410384,78.4564,IN,True,20.40701155945841
152.58.145.180,25.729729729729,26.1844,92.445029995924,91.7458,IN,False,
152.57.32.72,20.486486486486,18.5196,76.168656180479,73.8554,IN,False,
152.58.181.73,22.54054054054,22.5626,88.294496120826,88.363,IN,True,7.4576102307486
116.73.127.83,12.99099099099,13.0878,80.196745905111,80.2785,IN,True,13.904710517588097
152.58.235.67,17.387387387387,17.384,78.468407816152,78.4564,IN,True,1.329950161917434
152.58.230.109,12.342342342342,12.9719,76.67297628521,77.5937,IN,False,
27.62.157.23,24.198198198198,22.7702,75.636985486101,77.6835,IN,False,
106.206.71.165,12.198198198198,12.9719,77.257798412228,77.5937,IN,False,
157.44.144.11,9.1531531531531,9.9667,76.523955163151,76.2667,IN,False,
106.221.173.123,26.576576576576,26.9196,72.206071298875,75.7878,IN,False,
117.99.224.50,26.198198198198,25.5941,86.167063586037,85.1356,IN,False,
42.111.208.150,22.324324324324,22.2994,73.159053483,73.2081,IN,True,5.758069979967023
157.39.65.24,30.846846846846,30.912,75.88823031985,75.8538,IN,True,7.938302606722532
47.15.11.237,26.9009009009,26.4652,80.898093190863,80.3498,IN,False,
106.194.199.60,19.171171171171,19.0728,72.870077821271,72.8826,IN,True,10.968469603145373
49.37.9.77,22.504504504504,22.5626,88.329980779363,88.363,IN,True,7.2750136047849505
152.57.174.242,16.648648648648,18.5196,74.379265584463,73.8554,IN,False,
157.48.115.206,13.837837837837,14.6778,77.510895489774,77.6081,IN,False,
152.58.191.155,25.747747747747,25.5941,85.67764949932,85.1356,IN,False,
152.58.135.157,26.648648648648,25.5941,84.528720044939,85.1356,IN,False,
103.80.56.250,19.243243243243,19.0728,72.978355344993,72.8826,IN,True,21.38748869261341
157.38.243.228,26.648648648648,26.9196,77.089870129227,75.7878,IN,False,
152.58.215.98,11.135135135135,11.0055,77.329649339465,76.9661,IN,True,42.231017621497
152.58.201.56,10.684684684684,9.9667,76.845836610971,76.2667,IN,False,
49.35.209.187,23.207207207207,23.167,79.946267495316,79.9501,IN,True,4.470067053944792
27.63.219.84,10.846846846846,11.248,75.914875473471,75.7804,IN,True,46.74325121599156
106.221.25.108,11.009009009009,10.0662,77.021008192809,78.7678,IN,False,
106.221.228.73,28.684684684684,28.6519,77.41010380626,77.2315,IN,True,17.8323386088511
42.107.193.21,10.018018018018,11.0055,76.316747231664,76.9661,IN,False,
49.34.247.34,23.009009009009,23.0258,72.624613857873,72.5873,IN,True,4.253062973332481
157.47.85.191,17.693693693693,17.384,83.159070098306,78.4564,IN,False,
223.189.241.117,26.486486486486,25.9277,80.282322565978,80.8127,IN,False,
27.59.210.65,10.54054054054,9.9399,76.241475121832,76.2602,IN,False,
106.196.58.71,29.477477477477,30.128,75.069107652063,77.2837,IN,False,
157.47.40.135,15.837837837837,17.384,80.366178494078,78.4564,IN,False,
157.45.131.39,13.027027027027,12.9719,77.637736491954,77.5937,IN,True,7.747069090115251
106.196.104.181,30.738738738738,30.912,76.746288969817,75.8538,IN,False,
49.32.230.53,19.171171171171,19.0728,73.041761250693,72.8826,IN,True,19.975113586205097
223.186.43.186,12.774774774774,12.9719,77.633386496794,77.5937,IN,True,22.22919792363653
152.58.215.32,11.621621621621,11.0055,78.105726622615,76.9661,IN,False,
106.210.40.251,28.468468468468,28.6519,77.005194642324,77.2315,IN,True,30.06038057764661
106.196.113.119,30.576576576576,30.7363,76.450218117498,76.7884,IN,True,36.93450689140764
157.44.145.191,8.9009009009009,9.9667,76.671064172741,76.2667,IN,False,
49.43.41.88,25.891891891891,22.7179,78.331407839104,75.8333,IN,False,
182.69.181.165,28.63063063063,28.6519,77.062280595427,77.2315,IN,True,16.712244353301905
157.48.65.153,17.333333333333,17.384,78.445268253223,78.4564,IN,True,5.730891183752743
1.38.216.166,19.027027027027,19.0728,72.844745053296,72.8826,IN,True,6.445857623438218
152.58.162.36,23.783783783783,22.5626,87.365567673829,88.363,IN,False,
152.58.221.5,13.117117117117,13.0878,80.27469040604,80.2785,IN,True,3.26959589581404
117.222.196.30,29.801801801801,29.2835,80.41924275919,79.351,IN,False,
152.58.203.197,9.3873873873873,9.9667,76.775923941372,76.2667,IN,False,
152.58.16.194,18.18018018018,19.0728,74.607275232827,72.8826,IN,False,
152.58.106.122,30.324324324324,30.912,75.730754150417,75.8538,IN,False,
106.200.189.48,17.477477477477,17.384,78.412709064628,78.4564,IN,True,11.339105806487083
106.208.39.226,18.18018018018,17.384,79.177776842159,78.4564,IN,False,
27.62.69.101,8.7207207207207,9.9667,76.81598839177,76.2667,IN,False,
42.105.131.133,26.09009009009,25.3167,82.777017968763,83.0104,IN,False,
152.58.31.180,18.612612612612,19.0728,73.730092332689,72.8826,IN,False,
103.25.171.170,19.243243243243,19.2,73.092861132668,73.1667,IN,True,9.121275793531035
117.99.224.232,25.639639639639,25.5941,85.100255643695,85.1356,IN,True,6.168815387177004
152.58.150.113,20.846846846846,20.2724,86.760880636565,85.8338,IN,False,
103.226.203.74,28.522522522522,28.6519,77.208697844981,77.2315,IN,True,14.511235970188618
103.52.38.226,17.585585585585,17.384,78.421659086056,78.4564,IN,True,22.61345601102261
106.197.37.126,11.009009009009,13.0878,78.214136298751,80.2785,IN,False,
112.79.152.27,30.882882882882,26.8393,75.916761587743,80.9231,IN,False,
132.154.136.67,30.702702702702,30.912,76.759521189576,75.8538,IN,False,
